"NDVI","MTWetQ","MTWarmQ","PWarmQ","PCQ"
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.389603853,10.7666666507721,17.9000000953674,56,52
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.209254622,7.69999990860621,25.533332824707,29,39
1.568511649,8.63333330551783,21.0666666030884,40,60
1.568511649,8.63333330551783,21.0666666030884,40,60
1.568511649,8.63333330551783,21.0666666030884,40,60
1.568511649,8.63333330551783,21.0666666030884,40,60
1.452832003,7.73333337282141,26.4166669845581,60,60
1.670453797,10.283333649238,23.2166666984558,47,45
1.670453797,10.283333649238,23.2166666984558,47,45
1.670453797,10.283333649238,23.2166666984558,47,45
1.670453797,10.283333649238,23.2166666984558,47,45
1.670453797,10.283333649238,23.2166666984558,47,45
1.181145281,9.03333352009455,21.4000002543132,54,44
1.181145281,9.03333352009455,21.4000002543132,54,44
1.181145281,9.03333352009455,21.4000002543132,54,44
1.181145281,9.03333352009455,21.4000002543132,54,44
1.181145281,9.03333352009455,21.4000002543132,54,44
1.181145281,9.03333352009455,21.4000002543132,54,44
1.75785175,10.2500000149012,23.1333336830139,47,46
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.45966513,0.766666730244954,19.7833334604899,40,106
1.445543299,7.29999979337056,25.133333047231,21,93
1.445543299,7.29999979337056,25.133333047231,21,93
1.445543299,7.29999979337056,25.133333047231,21,93
1.445543299,7.29999979337056,25.133333047231,21,93
1.445543299,7.29999979337056,25.133333047231,21,93
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.62578398,21.8333328564962,22.4999996821086,76,70
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.566809396,5.08333333333333,23.1000000635783,59,66
1.712846908,13.2666666209698,21.1166664759318,71,48
1.712846908,13.2666666209698,21.1166664759318,71,48
1.712846908,13.2666666209698,21.1166664759318,71,48
1.712846908,13.2666666209698,21.1166664759318,71,48
1.712846908,13.2666666209698,21.1166664759318,71,48
1.712846908,13.2666666209698,21.1166664759318,71,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.034692203,8.7166666785876,28.5833333333333,8,48
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.751975507,5.76666657129924,24.3499995867411,55,65
1.162343184,4.91666668653488,22.3999999364217,29,84
1.162343184,4.91666668653488,22.3999999364217,29,84
1.162343184,4.91666668653488,22.3999999364217,29,84
1.162343184,4.91666668653488,22.3999999364217,29,84
1.162343184,4.91666668653488,22.3999999364217,29,84
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.768308332,1.56666684150696,21.1833330790202,31,88
1.695720653,6.2333332101504,18.0500000317891,60,64
1.695720653,6.2333332101504,18.0500000317891,60,64
1.695720653,6.2333332101504,18.0500000317891,60,64
1.695720653,6.2333332101504,18.0500000317891,60,64
1.311868062,6.93333337704341,25.3666664759318,37,64
1.311868062,6.93333337704341,25.3666664759318,37,64
1.311868062,6.93333337704341,25.3666664759318,37,64
1.311868062,6.93333337704341,25.3666664759318,37,64
1.2518016,9.31666695574919,27.9000002543132,30,52
1.2518016,9.31666695574919,27.9000002543132,30,52
1.2518016,9.31666695574919,27.9000002543132,30,52
1.2518016,9.31666695574919,27.9000002543132,30,52
1.2518016,9.31666695574919,27.9000002543132,30,52
1.2518016,9.31666695574919,27.9000002543132,30,52
2.252323856,0.650000135103861,19.3000000317891,40,98
1.357351422,0.983333428700765,21.5000001589457,35,59
1.357351422,0.983333428700765,21.5000001589457,35,59
1.357351422,0.983333428700765,21.5000001589457,35,59
1.357351422,0.983333428700765,21.5000001589457,35,59
1.357351422,0.983333428700765,21.5000001589457,35,59
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
2.802751829,14.5000001092752,22.2166665395101,51,28
1.400924613,5,24.3166661262512,40,73
1.400924613,5,24.3166661262512,40,73
0.779130767,21.7666668891907,22.4000000953674,38,32
0.779130767,21.7666668891907,22.4000000953674,38,32
0.779130767,21.7666668891907,22.4000000953674,38,32
0.779130767,21.7666668891907,22.4000000953674,38,32
0.779130767,21.7666668891907,22.4000000953674,38,32
0.779130767,21.7666668891907,22.4000000953674,38,32
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
2.20339217,0.233333309491475,20.1833337148031,50,78
1.846013635,6.88333316644033,26.5166670481364,58,90
1.846013635,6.88333316644033,26.5166670481364,58,90
2.702078581,0.633333444595337,17.8499998251597,36,109
2.702078581,0.633333444595337,17.8499998251597,36,109
2.702078581,0.633333444595337,17.8499998251597,36,109
2.702078581,0.633333444595337,17.8499998251597,36,109
1.712352345,3.83333333333333,21.3166667620341,37,84
1.712352345,3.83333333333333,21.3166667620341,37,84
1.712352345,3.83333333333333,21.3166667620341,37,84
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.473314931,8.35000007599592,26.6666666666667,25,59
1.625386536,10.2499997466803,23.3833332061768,48,42
1.625386536,10.2499997466803,23.3833332061768,48,42
